TSNE_1,TSNE_2,Target_Index,Target_Character
28.892488,-0.15604274,46,'h'
-15.024906,-12.665221,57,'s'
28.57873,24.09367,43,'e'
-7.0998526,28.32526,60,'v'
7.8281546,11.707383,61,'w'
5.1112547,-25.713984,14,'B'
53.14858,10.73544,39,'a'
11.757934,1.1393204,47,'i'
40.7174,20.519001,43,'e'
-13.445808,5.9370484,52,'n'
56.809654,6.022756,46,'h'
-22.863882,23.03318,58,'t'
-42.147774,2.31249,1,' '
46.353584,16.703087,63,'y'
28.985783,7.8552957,43,'e'
-18.331072,8.653642,44,'f'
-3.8187835,7.8378086,57,'s'
-6.9180346,17.11126,39,'a'
14.291098,6.97948,43,'e'
-3.853537,-28.73469,35,'W'
-15.443695,14.919235,57,'s'
-31.758165,-0.9201368,47,'i'
12.544315,-26.508764,30,'R'
-48.582584,-34.37211,0,'\n'
40.32636,15.555282,39,'a'
8.73754,1.5807539,58,'t'
-1.7135956,2.4100285,57,'s'
2.1372738,-3.8114212,58,'t'
-29.806265,12.722056,1,' '
55.96641,3.6566572,53,'o'
1.2894138,-11.712745,63,'y'
-4.709365,27.475378,58,'t'
14.197438,-11.958019,57,'s'
5.123644,21.847374,52,'n'
26.151255,-11.583943,58,'t'
-41.52949,-11.916632,1,' '
-7.42537,28.66142,50,'l'
44.698505,21.957546,47,'i'
2.5681417,-6.861767,57,'s'
-32.25325,-22.087635,1,' '
8.881102,8.201133,43,'e'
-14.33126,-0.7077728,1,' '
-35.067207,3.0177364,1,' '
-4.911264,-28.296001,13,'A'
-3.3968015,28.222824,50,'l'
-1.2197992,-6.8758917,40,'b'
25.067493,8.525119,43,'e'
17.144281,-11.721121,58,'t'
-12.550518,30.09482,56,'r'
-10.411077,-25.716228,10,':'
-48.545376,-34.37902,0,'\n'
45.455605,23.105429,43,'e'
26.588966,-1.6821823,46,'h'
-3.745043,7.901491,51,'m'
-7.0800443,-29.06243,26,'N'
46.45605,4.411783,56,'r'
-32.284252,-4.36878,1,' '
-51.603745,-27.879519,1,' '
46.587402,9.565781,43,'e'
40.484676,0.43443945,53,'o'
55.918346,9.668089,59,'u'
-48.21884,-27.761763,0,'\n'
9.024269,11.535146,39,'a'
45.160854,10.09893,43,'e'
8.05202,34.668957,59,'u'
44.284172,17.08519,43,'e'
-23.482967,-14.78865,10,':'
-2.654748,18.1881,60,'v'
-0.9994003,28.16108,56,'r'
41.759018,25.876652,43,'e'
52.42668,0.5592572,39,'a'
1.7920418,14.453641,57,'s'
12.246762,24.0605,50,'l'
6.0094724,-31.366848,19,'G'
-29.77813,-4.3886933,57,'s'
-20.30548,-8.9402685,1,' '
-4.9339733,29.772614,50,'l'
-34.83889,-12.71263,1,' '
-2.853128,14.817279,54,'p'
-16.022667,-14.872613,57,'s'
-11.884948,-29.270285,26,'N'
44.26277,2.976673,53,'o'
26.74924,-11.3506565,47,'i'
52.870945,3.9532356,53,'o'
26.52762,-2.480005,46,'h'
26.221916,-13.649154,39,'a'
4.4892454,-15.479534,45,'g'
57.952778,-3.725944,46,'h'
7.6983037,20.657593,57,'s'
-2.010568,18.921,43,'e'
9.477604,-15.3595495,61,'w'
-32.815628,-21.912197,1,' '
16.211594,-24.199041,13,'A'
48.51147,-0.45640606,53,'o'
52.597916,11.218086,52,'n'
39.546097,12.777495,53,'o'
-49.27404,-7.6639266,1,' '
-2.7576215,-24.875729,21,'I'
34.348606,21.337608,43,'e'
5.2628717,-7.0531735,58,'t'
18.02031,-6.256634,46,'h'
44.641163,21.886353,43,'e'
-4.4416027,-29.750809,18,'F'
54.77962,-0.7872166,53,'o'
17.983444,9.063342,56,'r'
37.140976,6.909574,47,'i'
4.7651176,16.95099,60,'v'
-0.22762184,-6.91331,41,'c'
5.456086,34.628307,61,'w'
24.284168,6.463724,39,'a'
0.604319,-3.865486,58,'t'
-37.784676,-6.232078,1,' '
-0.21114895,-25.168045,20,'H'
-0.46237716,-10.394891,39,'a'
-48.737793,-22.140533,1,' '
48.691734,22.110193,43,'e'
-41.0272,-13.203371,1,' '
57.310287,-2.1659708,46,'h'
-49.431503,-3.9783735,43,'e'
-15.917629,-26.712484,10,':'
-32.8909,-10.02076,6,"','"
-32.552795,-21.980713,1,' '
-13.616304,7.600812,52,'n'
7.023369,0.14304252,63,'y'
11.452574,-33.292442,30,'R'
11.300201,13.819028,46,'h'
-7.732214,-3.445004,63,'y'
5.9470644,-32.141796,25,'M'
-12.150259,-7.04146,0,'\n'
50.99858,14.800854,43,'e'
-50.135788,-18.60178,1,' '
57.333214,14.400139,43,'e'
54.189087,17.212307,39,'a'
-46.207737,-10.640539,1,' '
-50.726055,-27.975643,0,'\n'
44.727726,21.023054,47,'i'
4.358389,-11.40439,40,'b'
13.654397,1.5670539,39,'a'
-30.389952,5.169975,58,'t'
-6.735925,34.065796,56,'r'
57.09413,0.11716931,46,'h'
-38.372234,-11.785489,1,' '
44.382572,-0.65347385,53,'o'
22.732672,-16.609644,47,'i'
48.38206,-0.61902624,53,'o'
17.504885,-12.085624,58,'t'
-0.39163423,-2.2241268,50,'l'
-3.6821265,-28.080835,24,'L'
-7.1396985,4.3431716,58,'t'
4.6353335,20.808271,52,'n'
6.0079193,19.508587,57,'s'
40.958683,25.517788,39,'a'
-18.462105,8.956221,52,'n'
-52.27565,-23.398092,0,'\n'
-6.818853,-0.22606194,58,'t'
4.730212,20.911175,52,'n'
6.3408904,11.328038,53,'o'
-8.55169,3.7629814,58,'t'
11.570237,-2.2555993,39,'a'
-0.9875056,-32.290974,32,'T'
-32.81653,-4.4457617,1,' '
-12.805828,6.6873674,58,'t'
-31.377811,-7.5417066,1,' '
10.789947,26.419407,50,'l'
28.030329,23.378563,43,'e'
46.024033,21.295639,43,'e'
-23.747282,5.0820584,57,'s'
-0.62966067,-18.437147,56,'r'
49.14418,11.179907,47,'i'
-17.684662,17.66183,45,'g'
-50.590164,-34.406464,0,'\n'
2.0353558,9.647437,51,'m'
11.302037,19.530767,60,'v'
51.504528,15.505319,43,'e'
-4.2148385,-11.537505,57,'s'
13.425379,12.718833,40,'b'
1.5232931,-22.844027,32,'T'
-32.65529,2.8071897,0,'\n'
47.469,-2.818091,43,'e'
-26.058765,-11.079594,47,'i'
-53.22694,-28.194921,0,'\n'
-9.1194315,-13.768685,45,'g'
-41.309044,-8.716946,1,' '
8.229184,5.8090467,40,'b'
-29.548616,13.150647,56,'r'
0.71866715,-10.387295,21,'I'
1.1052094,2.461659,23,'K'
-21.835857,-1.5662256,11,';'
-34.394676,-11.790792,1,' '
-6.7536736,34.201813,56,'r'
-8.880267,-5.2196937,42,'d'
-4.4984746,-3.203284,1,' '
2.5537117,-13.499082,46,'h'
2.7251565,-37.640484,21,'I'
11.941249,24.392014,56,'r'
-3.6204462,-0.8261446,53,'o'
39.14013,3.6372802,53,'o'
45.15364,16.021118,39,'a'
